teks,entitas
"KTP atas nama Jean-Luc Picard beralamat di Jl. Mawar No. 193B, RT 18/RW 06, Kel. Gubeng, Palembang.","[{""start"": 14, ""end"": 29, ""label"": ""PER""}, {""start"": 43, ""end"": 98, ""label"": ""ADR""}]"
Surat itu dikirim oleh Iwan Fals di Prancis minggu lalu.,"[{""start"": 23, ""end"": 32, ""label"": ""PER""}]"
"Nama Lengkap: Basuki Rahmat
Alamat: 509 Orchard Boulevard, London, BT7 9CL, Inggris.","[{""start"": 14, ""end"": 27, ""label"": ""PER""}, {""start"": 36, ""end"": 83, ""label"": ""ADR""}]"
KEBAKARAN HUTAN MELUAS DI KALIMANTAN.,[]
"Ir. Soekarno, selaku Kepala Sekolah, hadir dalam konferensi pers.","[{""start"": 0, ""end"": 12, ""label"": ""PER""}]"
"Silakan kirim paket ke Gg. Rajawali No. 58A, Malang.","[{""start"": 23, ""end"": 51, ""label"": ""ADR""}]"
"MENURUT R.M. SAID PRAWIROSOEDIRDJO, KEBIJAKAN INI HARUS SEGERA DIEVALUASI.","[{""start"": 8, ""end"": 34, ""label"": ""PER""}]"
Jangan lupa follow @ahmad untuk info terkini.,"[{""start"": 20, ""end"": 25, ""label"": ""PER""}]"
Kemarin saya bertemu dengan Kim Jong-un di Bali.,"[{""start"": 28, ""end"": 39, ""label"": ""PER""}]"
Kost mulai terlihat sejak dini hari.,[]
"Ia baru saja pindah ke Gang Kebon Jeruk No. 185, RT 09/RW 08, Desa Cibogo, Malang.","[{""start"": 23, ""end"": 81, ""label"": ""ADR""}]"
JACKIE CHAN MENGHADIRI RAPAT MENGENAI PRANCIS PAGI INI.,"[{""start"": 0, ""end"": 11, ""label"": ""PER""}]"
Acara tersebut diselenggarakan di PT Astra International.,[]
Ia baru saja pindah ke Singapura.,[]
"Boyke Dian Nugraha, Sp.OG tinggal di Kompas sejak tahun lalu.","[{""start"": 0, ""end"": 25, ""label"": ""PER""}]"
"Abdurrahman Wahid, selaku Gubernur DKI Jakarta, hadir dalam konferensi pers.","[{""start"": 0, ""end"": 17, ""label"": ""PER""}]"
Bunga bukan bagian dari agenda rapat kali ini.,[]
"Fatima binti Muhammad, selaku Kapolri, hadir dalam konferensi pers.","[{""start"": 0, ""end"": 21, ""label"": ""PER""}]"
Penghargaan Nobel tahun ini jatuh kepada Nita atas dedikasinya.,"[{""start"": 41, ""end"": 45, ""label"": ""PER""}]"
Pramoedya Ananta Toer tinggal di Manado sejak tahun lalu.,"[{""start"": 0, ""end"": 21, ""label"": ""PER""}]"
SAYA MELIHAT CHURCHILL SEDANG MAKAN SIANG DI KANTIN.,"[{""start"": 13, ""end"": 22, ""label"": ""PER""}]"
"KTP menunjukkan alamat di Jl. Rajawali, RT 02/RW 01, Kel. Tegalsari, Kec. Gubeng, Manado, Sulawesi Selatan, 74592.","[{""start"": 26, ""end"": 113, ""label"": ""ADR""}]"
"""Saya akan segera berangkat,"" ujar Evry Pramudya.","[{""start"": 35, ""end"": 48, ""label"": ""PER""}]"
@lincoln baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 8, ""label"": ""PER""}]"
René Descartes dan Fitri kompak hadir dalam acara itu.,"[{""start"": 0, ""end"": 14, ""label"": ""PER""}, {""start"": 19, ""end"": 24, ""label"": ""PER""}]"
Nomor kontak yang bisa dihubungi adalah 17 Agustus 1945.,[]
"Jangan lupa undang Dr. Andi Wijaya, Sp.PD ke acara ulang tahun minggu depan.","[{""start"": 19, ""end"": 41, ""label"": ""PER""}]"
"Halo semua, nama gue Muhammad Hasan Sadikin, salam kenal ya!","[{""start"": 21, ""end"": 43, ""label"": ""PER""}]"
Proyek ini dipimpin langsung oleh Kennedy.,"[{""start"": 34, ""end"": 41, ""label"": ""PER""}]"
"Rumah beliau berada di Gg. Melati No. 64A, RT 10/RW 09, Kel. Sukajadi, Medan.","[{""start"": 23, ""end"": 76, ""label"": ""ADR""}]"
"Sari tinggal di Dusun Ngepoh RT 19/RW 19, Kel. Menteng, Kec. Buah Batu, Kab. Bandung.","[{""start"": 0, ""end"": 4, ""label"": ""PER""}, {""start"": 16, ""end"": 84, ""label"": ""ADR""}]"
"Saya melihat Boyke Dian Nugraha, Sp.OG sedang makan siang di kantin.","[{""start"": 13, ""end"": 38, ""label"": ""PER""}]"
GEMPA BUMI GUNCANG WILAYAH SELATAN JAWA.,[]
"Rapat RT akan diadakan di Gg. Melati, RT 05/RW 04, Desa Sukamaju, Kec. Coblong, Yogyakarta, DKI Jakarta, 33255.","[{""start"": 26, ""end"": 110, ""label"": ""ADR""}]"
DOKUMEN ITU MERUJUK PADA MANADO.,[]
"Jean-Luc Picard tinggal di Dusun Tegalrejo RT 19/RW 01, Desa Cibogo, Kec. Sukasari, Kab. Sidoarjo.","[{""start"": 0, ""end"": 15, ""label"": ""PER""}, {""start"": 27, ""end"": 97, ""label"": ""ADR""}]"
"Kost berada di Jl. Rajawali No. 19A, RT 18/RW 03, Kel. Gubeng, Kec. Coblong, Malang, Bali, 54038.","[{""start"": 15, ""end"": 96, ""label"": ""ADR""}]"
"Paket untuk Raden Adjeng Kartini dikirim ke Dusun Tegalrejo RT 03/RW 07, Kel. Tegalsari, Kec. Menteng, Kab. Sleman.","[{""start"": 12, ""end"": 32, ""label"": ""PER""}, {""start"": 44, ""end"": 114, ""label"": ""ADR""}]"
Kemarin saya bertemu dengan Lisa di Bali.,"[{""start"": 28, ""end"": 32, ""label"": ""PER""}]"
"Nama: Luhut Binsar Pandjaitan, Alamat: Jl. Diponegoro, RT 04/RW 09, Kel. Tegalsari, Kec. Tegalsari, Makassar, DKI Jakarta, 52258.","[{""start"": 6, ""end"": 29, ""label"": ""PER""}, {""start"": 39, ""end"": 128, ""label"": ""ADR""}]"
Pramoedya Ananta Toer menghadiri rapat mengenai Bali pagi ini.,"[{""start"": 0, ""end"": 21, ""label"": ""PER""}]"
Yang berada di lokasi yang sudah ditentukan.,[]
Abdurrahman Wahid resmi menjabat sebagai Kepala Sekolah mulai bulan depan.,"[{""start"": 0, ""end"": 17, ""label"": ""PER""}]"
@habibrizieqshihab membagikan update terbaru di akunnya.,"[{""start"": 1, ""end"": 18, ""label"": ""PER""}]"
Rapat dewan direksi besok akan dipimpin oleh D'Angelo.,"[{""start"": 45, ""end"": 53, ""label"": ""PER""}]"
Nomor kontak Kolonel Inf. Rizky Ramadhan bisa dihubungi melalui KPK.,"[{""start"": 13, ""end"": 40, ""label"": ""PER""}]"
"Alamat saya di Jalan Cemara No. 129A, RT 13/RW 05, Kel. Tegalsari, Kec. Cimahi Utara, Bandung, Kalimantan Timur, 89644.","[{""start"": 15, ""end"": 118, ""label"": ""ADR""}]"
Reza Rahadian adalah gubernur jawa barat.,"[{""start"": 0, ""end"": 13, ""label"": ""PER""}]"
Karya seni milik Larry Page berhasil terjual dengan harga fantastis.,"[{""start"": 17, ""end"": 27, ""label"": ""PER""}]"
KEBAKARAN HUTAN MELUAS DI KALIMANTAN.,[]
"John Doe menegaskan, ""kami akan terus berusaha.""","[{""start"": 0, ""end"": 8, ""label"": ""PER""}]"
Kantor cabang baru akan dibuka di Semarang.,[]
"KANTOR KAMI BERALAMAT DI GANG MAWAR NO. 147, RT 08/RW 03, KEL. SUKAJADI, MEDAN.","[{""start"": 25, ""end"": 78, ""label"": ""ADR""}]"
@mariecurie baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 11, ""label"": ""PER""}]"
"Daftar penerima meliputi Yudi, Xi Jinping, dan Suharto dari divisi terkait.","[{""start"": 25, ""end"": 29, ""label"": ""PER""}, {""start"": 31, ""end"": 41, ""label"": ""PER""}, {""start"": 47, ""end"": 54, ""label"": ""PER""}]"
Jangan lupa follow @khmarufamin untuk info terkini.,"[{""start"": 20, ""end"": 31, ""label"": ""PER""}]"
"Peserta pelatihan meliputi Keanu Reeves, Simone Biles, dan Jefferson dari kantor cabang.","[{""start"": 27, ""end"": 39, ""label"": ""PER""}, {""start"": 41, ""end"": 53, ""label"": ""PER""}, {""start"": 59, ""end"": 68, ""label"": ""PER""}]"
Saya tinggal di Jawa Barat sejak kecil.,[]
Kami sedang menunggu tanda tangan dari Muhammad Ikbal untuk mencairkan dana.,"[{""start"": 39, ""end"": 53, ""label"": ""PER""}]"
"Paket untuk Wulan Sari, S.Pd., M.Pd. dikirim ke Jl. Mawar No. 26, Tangerang.","[{""start"": 12, ""end"": 36, ""label"": ""PER""}, {""start"": 48, ""end"": 75, ""label"": ""ADR""}]"
Pihak kepolisian masih memeriksa Raisa Andriana sebagai saksi utama.,"[{""start"": 33, ""end"": 47, ""label"": ""PER""}]"
D'Angelo berangkat ke kantor pagi ini.,"[{""start"": 0, ""end"": 8, ""label"": ""PER""}]"
Kami sedang menunggu tanda tangan dari Yasonna Laoly untuk mencairkan dana.,"[{""start"": 39, ""end"": 52, ""label"": ""PER""}]"
"Ia baru saja pindah ke 451 Oxford Boulevard, Los Angeles, 12623, Amerika Serikat.","[{""start"": 23, ""end"": 80, ""label"": ""ADR""}]"
Penghargaan Nobel tahun ini jatuh kepada Fatima binti Muhammad atas dedikasinya.,"[{""start"": 41, ""end"": 62, ""label"": ""PER""}]"
"Kepala Sekolah, Sri Sultan Hamengkubuwono X, menyampaikan pernyataan resmi kemarin.","[{""start"": 16, ""end"": 43, ""label"": ""PER""}]"
"Ia baru saja pindah ke Gang Ahmad Dahlan, RT 18/RW 02, Kel. Sukajadi, Denpasar.","[{""start"": 23, ""end"": 78, ""label"": ""ADR""}]"
Surat itu dikirim oleh B.J. Habibie di Brazil minggu lalu.,"[{""start"": 23, ""end"": 35, ""label"": ""PER""}]"
"Silakan kirim paket ke Apartemen Green Pramuka City Tower Melati Lantai 15, Bekasi.","[{""start"": 23, ""end"": 82, ""label"": ""ADR""}]"
BANJIR BESAR RENDAM RIBUAN RUMAH DI PESISIR.,[]
"Rapat RT akan diadakan di Jl. Basuki Rahmat No. 138B, RT 19/RW 05, Kel. Tegalsari, Kec. Gubeng, Yogyakarta, Sulawesi Selatan, 21272.","[{""start"": 26, ""end"": 131, ""label"": ""ADR""}]"
"Panitia mengundang Doni, Serena Williams, Lincoln, dan Lisa sebagai narasumber.","[{""start"": 19, ""end"": 23, ""label"": ""PER""}, {""start"": 25, ""end"": 40, ""label"": ""PER""}, {""start"": 42, ""end"": 49, ""label"": ""PER""}, {""start"": 55, ""end"": 59, ""label"": ""PER""}]"
Buku terbaru itu ditulis oleh Boediono dan diterbitkan bulan lalu.,"[{""start"": 30, ""end"": 38, ""label"": ""PER""}]"
Laporan tersebut telah dikirimkan langsung ke meja Iwan Fals.,"[{""start"": 51, ""end"": 60, ""label"": ""PER""}]"
Kami sedang menunggu tanda tangan dari Tuan Guru Bajang untuk mencairkan dana.,"[{""start"": 39, ""end"": 55, ""label"": ""PER""}]"
Manado baru saja merilis laporan tahunan.,[]
KEBAKARAN HUTAN MELUAS DI KALIMANTAN.,[]
"Ridwan Kamil tinggal di Gg. Sudirman No. 144, RT 01/RW 11, Desa Cibogo, Kec. Tegalsari, Makassar, Jawa Barat, 41210.","[{""start"": 0, ""end"": 12, ""label"": ""PER""}, {""start"": 24, ""end"": 115, ""label"": ""ADR""}]"
Proyek ini dipimpin langsung oleh Alif Santoso.,"[{""start"": 34, ""end"": 46, ""label"": ""PER""}]"
"Ia baru saja pindah ke Gg. Mangga Dua, Makassar.","[{""start"": 23, ""end"": 47, ""label"": ""ADR""}]"
@ajimasaid baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 10, ""label"": ""PER""}]"
Laporan tersebut telah dikirimkan langsung ke meja Ahmad Yani.,"[{""start"": 51, ""end"": 61, ""label"": ""PER""}]"
INFLASI TAHUNAN TURUN KE LEVEL TERENDAH.,[]
Nomor kontak Ganjar Pranowo bisa dihubungi melalui Paris.,"[{""start"": 13, ""end"": 27, ""label"": ""PER""}]"
Apakah kamu sudah menghubungi John Doe hari ini?,"[{""start"": 30, ""end"": 38, ""label"": ""PER""}]"
"Penerima: Bambang Permadi Soemantri Brodjonegoro, M.Sc., Tujuan: Gang Diponegoro No. 74B, RT 19/RW 01, Kel. Antapani, Depok","[{""start"": 10, ""end"": 55, ""label"": ""PER""}, {""start"": 65, ""end"": 123, ""label"": ""ADR""}]"
@kartikasarispkg membagikan update terbaru di akunnya.,"[{""start"": 1, ""end"": 16, ""label"": ""PER""}]"
"Diego Maradona tinggal di Dusun Krajan RT 08/RW 05, Kel. Sukajadi, Kec. Menteng, Kab. Malang.","[{""start"": 0, ""end"": 14, ""label"": ""PER""}, {""start"": 26, ""end"": 92, ""label"": ""ADR""}]"
"Nama: Keanu Reeves, Alamat: Perumahan Griya Asri Blok E8 No. 15, Bandung.","[{""start"": 6, ""end"": 18, ""label"": ""PER""}, {""start"": 28, ""end"": 72, ""label"": ""ADR""}]"
JANGAN LUPA UNDANG MICHAEL MCDONALD KE ACARA ULANG TAHUN MINGGU DEPAN.,"[{""start"": 19, ""end"": 35, ""label"": ""PER""}]"
"MENURUT MUHAMMAD HASAN SADIKIN, KEBIJAKAN INI HARUS SEGERA DIEVALUASI.","[{""start"": 8, ""end"": 30, ""label"": ""PER""}]"
"Panitia mengundang Nita, Bambang Permadi Soemantri Brodjonegoro, M.Sc., Jefferson, dan Ebiet G. Ade sebagai narasumber.","[{""start"": 19, ""end"": 23, ""label"": ""PER""}, {""start"": 25, ""end"": 70, ""label"": ""PER""}, {""start"": 72, ""end"": 81, ""label"": ""PER""}, {""start"": 87, ""end"": 99, ""label"": ""PER""}]"
Buku terbaru itu ditulis oleh Rishi Sunak dan diterbitkan bulan lalu.,"[{""start"": 30, ""end"": 41, ""label"": ""PER""}]"
Dr. Andi Wijaya baru saja pindah dari Kuala Lumpur.,"[{""start"": 0, ""end"": 15, ""label"": ""PER""}]"
"Rumah beliau berada di Perumahan Bukit Indah Blok D20 No. 26, Semarang.","[{""start"": 23, ""end"": 70, ""label"": ""ADR""}]"
"""Terima kasih atas dukungannya,"" ucap Pramoedya Ananta Toer sambil tersenyum.","[{""start"": 38, ""end"": 59, ""label"": ""PER""}]"
"Erick Thohir tinggal di Jl. Imam Bonjol No. 5B, RT 09/RW 05, Kel. Menteng, Bogor.","[{""start"": 0, ""end"": 12, ""label"": ""PER""}, {""start"": 24, ""end"": 80, ""label"": ""ADR""}]"
Jangan lupa follow @profdringbjhabibie untuk info terkini.,"[{""start"": 20, ""end"": 38, ""label"": ""PER""}]"
"Kantor kami beralamat di Jalan Kenanga No. 70, Semarang.","[{""start"": 25, ""end"": 55, ""label"": ""ADR""}]"
Yang semua diundang untuk hadir dalam acara tersebut.,[]
Teori yang diusulkan oleh Shah Rukh Khan telah dipatahkan oleh penemuan baru.,"[{""start"": 26, ""end"": 40, ""label"": ""PER""}]"
"Ruud van Nistelrooy tinggal di Gg. Imam Bonjol, RT 19/RW 09, Kel. Cihapit, Kec. Coblong, Jakarta, Bali, 63402.","[{""start"": 0, ""end"": 19, ""label"": ""PER""}, {""start"": 31, ""end"": 109, ""label"": ""ADR""}]"
GEMPA BUMI GUNCANG WILAYAH SELATAN JAWA.,[]
"Dewi Anggraini, S.Psi., Psikolog adalah salah satu tokoh penting dalam sejarah.","[{""start"": 0, ""end"": 32, ""label"": ""PER""}]"
Surat itu dikirim oleh Jackie Chan di Jakarta minggu lalu.,"[{""start"": 23, ""end"": 34, ""label"": ""PER""}]"
John Doe resmi menjabat sebagai Wali Kota Surabaya mulai bulan depan.,"[{""start"": 0, ""end"": 8, ""label"": ""PER""}]"
"Alamat saya di Gang Merdeka No. 172, Malang.","[{""start"": 15, ""end"": 43, ""label"": ""ADR""}]"
"Rapat RT akan diadakan di 6 Kennedy Street, Dubai, Uni Emirat Arab.","[{""start"": 26, ""end"": 66, ""label"": ""ADR""}]"
Kami sedang menunggu tanda tangan dari Taufik Hidayat untuk mencairkan dana.,"[{""start"": 39, ""end"": 53, ""label"": ""PER""}]"
"Nama Lengkap: Letjen (Purn) Prabowo Subianto
Alamat: Dusun Ngepoh RT 13/RW 15, Kel. Tegalsari, Kec. Cimahi Utara, Kab. Bogor.","[{""start"": 14, ""end"": 44, ""label"": ""PER""}, {""start"": 53, ""end"": 124, ""label"": ""ADR""}]"
"Jefferson baru saja pindah ke Jl. Basuki Rahmat No. 167, RT 15/RW 17, Kel. Menteng, Yogyakarta.","[{""start"": 0, ""end"": 9, ""label"": ""PER""}, {""start"": 30, ""end"": 94, ""label"": ""ADR""}]"
Lengkap mulai terlihat sejak dini hari.,[]
"Nama: Lestari, Alamat: Perumahan Puri Nirwana Blok A6 No. 31, Balikpapan.","[{""start"": 6, ""end"": 13, ""label"": ""PER""}, {""start"": 23, ""end"": 72, ""label"": ""ADR""}]"
"Fajar, menurut laporan itu, akan segera diperbarui.",[]
"KTP menunjukkan alamat di PO Box 9484, Denpasar 85824.","[{""start"": 26, ""end"": 53, ""label"": ""ADR""}]"
Kantor cabang baru akan dibuka di Malang.,[]
"Menurut laporan, Tokyo mengalami peningkatan signifikan.",[]
@faisalrahmanseakca baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 19, ""label"": ""PER""}]"
HARGA BBM RESMI NAIK MULAI BESOK.,[]
Kapolri Franklin D. Roosevelt menyampaikan pernyataan resmi kemarin.,"[{""start"": 8, ""end"": 29, ""label"": ""PER""}]"
"Kemarin Bambang Permadi Soemantri Brodjonegoro, M.Sc. membahas Belanda bersama timnya.","[{""start"": 8, ""end"": 53, ""label"": ""PER""}]"
"Nama: Kamala Harris, Alamat: Gang Rajawali, Malang.","[{""start"": 6, ""end"": 19, ""label"": ""PER""}, {""start"": 29, ""end"": 50, ""label"": ""ADR""}]"
Nomor kontak Fatima binti Muhammad bisa dihubungi melalui Universitas Diponegoro.,"[{""start"": 13, ""end"": 34, ""label"": ""PER""}]"
Banyak pihak yang setuju dengan analisis Neymar Jr. mengenai krisis ekonomi.,"[{""start"": 41, ""end"": 51, ""label"": ""PER""}]"
Apakah benar Diponegoro akan datang ke konferensi besok?,"[{""start"": 13, ""end"": 23, ""label"": ""PER""}]"
Jangan lupa follow @drtirtamandirahudhimked untuk info terkini.,"[{""start"": 20, ""end"": 43, ""label"": ""PER""}]"
Halo semua diundang untuk hadir dalam acara tersebut.,[]
"Rapat dihadiri oleh Rudi, Ustadzah Oki Setiana Dewi, Lincoln, dan Michael McDonald sore ini.","[{""start"": 20, ""end"": 24, ""label"": ""PER""}, {""start"": 26, ""end"": 51, ""label"": ""PER""}, {""start"": 53, ""end"": 60, ""label"": ""PER""}, {""start"": 66, ""end"": 82, ""label"": ""PER""}]"
"Dalam konferensi persnya, Eko menolak memberikan komentar.","[{""start"": 26, ""end"": 29, ""label"": ""PER""}]"
Maria bertemu dengan rekannya di Bogor.,"[{""start"": 0, ""end"": 5, ""label"": ""PER""}]"
Retno Marsudi bekerja di 17 Agustus 1945.,"[{""start"": 0, ""end"": 13, ""label"": ""PER""}]"
Usain Bolt bertemu dengan rekannya di Rumah Sakit Bunda.,"[{""start"": 0, ""end"": 10, ""label"": ""PER""}]"
"Nama Lengkap: Anies Baswedan
Alamat: Jalan Kenanga No. 136A, RT 02/RW 03, Kel. Antapani, Kec. Cimahi Utara, Malang, Jawa Timur, 41434.","[{""start"": 14, ""end"": 28, ""label"": ""PER""}, {""start"": 37, ""end"": 133, ""label"": ""ADR""}]"
Pihak kepolisian masih memeriksa Hj. Siti Fatimah sebagai saksi utama.,"[{""start"": 33, ""end"": 49, ""label"": ""PER""}]"
@sari baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 5, ""label"": ""PER""}]"
@wayan baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 6, ""label"": ""PER""}]"
"CEO TESLA, TIO, MENYAMPAIKAN PERNYATAAN RESMI KEMARIN.","[{""start"": 11, ""end"": 14, ""label"": ""PER""}]"
PUTRI ADALAH GUBERNUR JAWA BARAT.,"[{""start"": 0, ""end"": 5, ""label"": ""PER""}]"
Evry Pramudya bertemu dengan rekannya di Beijing.,"[{""start"": 0, ""end"": 13, ""label"": ""PER""}]"
"Penerima: I Gusti Ngurah Rai, Tujuan: Jalan Cempaka Putih, RT 02/RW 01, Desa Sukamaju, Kec. Sukasari, Yogyakarta, Bali, 89585","[{""start"": 10, ""end"": 28, ""label"": ""PER""}, {""start"": 38, ""end"": 125, ""label"": ""ADR""}]"
@yanti baru saja mengunggah foto liburannya.,"[{""start"": 1, ""end"": 6, ""label"": ""PER""}]"
Buku terbaru itu ditulis oleh Kyai Haji Hasyim Asy'ari dan diterbitkan bulan lalu.,"[{""start"": 30, ""end"": 54, ""label"": ""PER""}]"
"Kami, menurut laporan itu, akan segera diperbarui.",[]
Acara tahunan itu selalu digelar di Medan.,[]
Sari resmi menjabat sebagai Menteri Luar Negeri mulai bulan depan.,"[{""start"": 0, ""end"": 4, ""label"": ""PER""}]"
Kemarin mobilnya Andi Djemma mogok di jalan tol.,"[{""start"": 17, ""end"": 28, ""label"": ""PER""}]"
"Rumah kost berada di Gang Merdeka No. 122, Tangerang.","[{""start"": 21, ""end"": 52, ""label"": ""ADR""}]"
Ebiet G. Ade dan Anthony Albanese kompak hadir dalam acara itu.,"[{""start"": 0, ""end"": 12, ""label"": ""PER""}, {""start"": 17, ""end"": 33, ""label"": ""PER""}]"
PEMERINTAH UMUMKAN KEBIJAKAN SUBSIDI BARU.,[]
"Narendra Modi baru saja pindah ke Gang Mangga Dua No. 149B, Yogyakarta.","[{""start"": 0, ""end"": 13, ""label"": ""PER""}, {""start"": 34, ""end"": 70, ""label"": ""ADR""}]"
Ruud van Nistelrooy resmi menjabat sebagai Ketua DPR RI mulai bulan depan.,"[{""start"": 0, ""end"": 19, ""label"": ""PER""}]"
"Ia baru saja pindah ke Gang Rajawali, RT 05/RW 04, Kel. Menteng, Kec. Gubeng, Medan, Jawa Timur, 27273.","[{""start"": 23, ""end"": 102, ""label"": ""ADR""}]"
"Daftar penerima meliputi Elon Musk, Lisa, dan Komang dari divisi terkait.","[{""start"": 25, ""end"": 34, ""label"": ""PER""}, {""start"": 36, ""end"": 40, ""label"": ""PER""}, {""start"": 46, ""end"": 52, ""label"": ""PER""}]"
O'Brien bertemu dengan rekannya di Bogor.,"[{""start"": 0, ""end"": 7, ""label"": ""PER""}]"
"Peserta pelatihan meliputi Nadiem Makarim, Michael Phelps, dan Kamala Harris dari kantor cabang.","[{""start"": 27, ""end"": 41, ""label"": ""PER""}, {""start"": 43, ""end"": 57, ""label"": ""PER""}, {""start"": 63, ""end"": 76, ""label"": ""PER""}]"
Kantor cabang baru akan dibuka di Kuala Lumpur.,[]
"Alamat saya di Apartemen Taman Anggrek Residence Tower C Lantai 20, Depok.","[{""start"": 15, ""end"": 73, ""label"": ""ADR""}]"
"Michael Jordan tinggal di Perumahan Griya Asri Blok C17 No. 20, Jakarta.","[{""start"": 0, ""end"": 14, ""label"": ""PER""}, {""start"": 26, ""end"": 71, ""label"": ""ADR""}]"
Kami sudah lama menetap di New York.,[]
"Rumah beliau berada di 809 Oxford Drive, Dubai, 51728, Uni Emirat Arab.","[{""start"": 23, ""end"": 70, ""label"": ""ADR""}]"
"Rishi Sunak tinggal di 386 Kennedy Road, Amsterdam, Belanda.","[{""start"": 0, ""end"": 11, ""label"": ""PER""}, {""start"": 23, ""end"": 59, ""label"": ""ADR""}]"
KEMARIN SAYA PERGI KE BEIJING UNTUK URUSAN PEKERJAAN.,[]
"Michael McDonald baru saja pindah ke Gg. Kenanga, RT 11/RW 14, Kel. Tegalsari, Medan.","[{""start"": 0, ""end"": 16, ""label"": ""PER""}, {""start"": 37, ""end"": 84, ""label"": ""ADR""}]"
drg. Maya Kusuma bekerja di Semarang.,"[{""start"": 0, ""end"": 16, ""label"": ""PER""}]"
"Rumah kost berada di Dusun Sumber RT 04/RW 20, Kel. Menteng, Kec. Tegalsari, Kab. Bandung.","[{""start"": 21, ""end"": 89, ""label"": ""ADR""}]"
"TEORI YANG DIUSULKAN OLEH YUSRIL IHZA MAHENDRA, S.H., M.SC. TELAH DIPATAHKAN OLEH PENEMUAN BARU.","[{""start"": 26, ""end"": 59, ""label"": ""PER""}]"
Saya melihat Nadiem Makarim sedang makan siang di kantin.,"[{""start"": 13, ""end"": 27, ""label"": ""PER""}]"
Kantor pusatnya berlokasi di PBB.,[]
